%time,field.ts.sec,field.ts.nsec,field.intrinsic,field.pos0.x,field.pos0.y,field.pos0.z,field.pos0.qw,field.pos0.qx,field.pos0.qy,field.pos0.qz,field.pos_cov0.cov0,field.pos_cov0.cov1,field.pos_cov0.cov2,field.pos_cov0.cov3,field.pos_cov0.cov4,field.pos_cov0.cov5,field.pos_cov0.cov6,field.pos_cov0.cov7,field.pos_cov0.cov8,field.pos_cov0.cov9,field.pos_cov0.cov10,field.pos_cov0.cov11,field.pos_cov0.cov12,field.pos_cov0.cov13,field.pos_cov0.cov14,field.pos_cov0.cov15,field.pos_cov0.cov16,field.pos_cov0.cov17,field.pos_cov0.cov18,field.pos_cov0.cov19,field.pos_cov0.cov20,field.pos_cov0.cov21,field.pos_cov0.cov22,field.pos_cov0.cov23,field.pos_cov0.cov24,field.pos_cov0.cov25,field.pos_cov0.cov26,field.pos_cov0.cov27
1498757326080527067,1498750699,913356000,0,-1.96462571621,0.555508136749,1.06602036953,-0.690735340118,-0.0363786369562,-0.0326372906566,-0.721454262733,1.32292660996e-06,0.0,1.32292660996e-06,0.0,0.0,1.32292660996e-06,0.0,0.0,0.0,6.91738070225e-06,0.0,0.0,0.0,-3.32425133106e-07,1.32117584197e-05,0.0,0.0,0.0,2.98237003871e-07,-1.57071095984e-08,1.32151743814e-05,0.0,0.0,0.0,-6.59259250443e-06,-3.47209003781e-07,-3.11500433307e-07,6.34348266196e-06
1498757326088824987,1498750699,921690000,0,-1.96419978142,0.558795273304,1.06670176983,-0.692517399788,-0.0377901978791,-0.0306476056576,-0.719758570194,4.5790388412e-07,0.0,4.5790388412e-07,0.0,0.0,4.5790388412e-07,0.0,0.0,0.0,2.38302179561e-06,0.0,0.0,0.0,-1.19835138762e-07,4.57249952016e-06,0.0,0.0,0.0,9.71855211886e-08,-5.30334700301e-09,4.57473786114e-06,0.0,0.0,0.0,-2.28240054234e-06,-1.24549026726e-07,-1.01008453789e-07,2.20685678272e-06
1498757326097081899,1498750699,930023000,0,-1.96427607536,0.562074184418,1.06655180454,-0.692775189877,-0.0378835499287,-0.0305970367044,-0.71950763464,1.97919654055e-06,0.0,1.97919654055e-06,0.0,0.0,1.97919654055e-06,0.0,0.0,0.0,1.0293059727e-05,0.0,0.0,0.0,-5.19435847008e-07,1.9763560702e-05,0.0,0.0,0.0,4.1952767643e-07,-2.29413493854e-08,1.97734365899e-05,0.0,0.0,0.0,-9.86544445627e-06,-5.39479564351e-07,-4.35716189819e-07,9.54583836581e-06
1498757326105148077,1498750699,938357000,0,-1.96400880814,0.565169453621,1.06612980366,-0.694199919701,-0.0353698655963,-0.0311841759831,-0.718236088753,2.33261431039e-06,0.0,2.33261431039e-06,0.0,0.0,2.33261431039e-06,0.0,0.0,0.0,1.20849591741e-05,0.0,0.0,0.0,-5.72744469506e-07,2.32969614599e-05,0.0,0.0,0.0,5.04965569682e-07,-2.57282719625e-08,2.330345953e-05,0.0,0.0,0.0,-1.16304017756e-05,-5.92575331628e-07,-5.22449636525e-07,1.12930470968e-05
1498757326113457918,1498750699,946690000,0,-1.96321094036,0.568425655365,1.06640839577,-0.696894347668,-0.0357532538474,-0.031434673816,-0.715591967106,2.15218044667e-06,0.0,2.15218044667e-06,0.0,0.0,2.15218044667e-06,0.0,0.0,0.0,1.10694876377e-05,0.0,0.0,0.0,-5.36242456451e-07,2.14942932482e-05,0.0,0.0,0.0,4.71470562561e-07,-2.41881811228e-08,2.15005379384e-05,0.0,0.0,0.0,-1.0732751651e-05,-5.50629798537e-07,-4.8412007993e-07,1.050109395e-05
1498757326121902942,1498750699,955023000,0,-1.96320796013,0.571595072746,1.06594777107,-0.696902513504,-0.0362158827484,-0.0340418890119,-0.715441465378,1.01277732386e-06,0.0,1.01277732386e-06,0.0,0.0,1.01277732386e-06,0.0,0.0,0.0,5.20898607875e-06,0.0,0.0,0.0,-2.55614258228e-07,1.01144897509e-05,0.0,0.0,0.0,2.40270056895e-07,-1.24860967493e-08,1.01160366665e-05,0.0,0.0,0.0,-5.04963639155e-06,-2.6241409083e-07,-2.46661704127e-07,4.94380677332e-06
1498757326130106925,1498750699,963357000,0,-1.96228992939,0.574712514877,1.0660469532,-0.699532151222,-0.0326522961259,-0.0326352789998,-0.713108360767,1.75433678897e-06,0.0,1.75433678897e-06,0.0,0.0,1.75433678897e-06,0.0,0.0,0.0,8.95860448431e-06,0.0,0.0,0.0,-4.00713871968e-07,1.75246636343e-05,0.0,0.0,0.0,4.00505035246e-07,-1.86945074475e-08,1.75246831251e-05,0.0,0.0,0.0,-8.75137268369e-06,-4.08490748962e-07,-4.0827785923e-07,8.62215244871e-06
1498757326138216018,1498750699,971690000,0,-1.96202933788,0.577971160412,1.0667091608,-0.699772000313,-0.0376429893076,-0.0312077365816,-0.712690889835,1.2540353962e-06,0.0,1.2540353962e-06,0.0,0.0,1.2540353962e-06,0.0,0.0,0.0,6.39958274423e-06,0.0,0.0,0.0,-3.30331858361e-07,1.25225843476e-05,0.0,0.0,0.0,2.73860015101e-07,-1.47318120982e-08,1.25281406251e-05,0.0,0.0,0.0,-6.25413949334e-06,-3.36430302971e-07,-2.78915900844e-07,6.17075323684e-06
1498757326146924018,1498750699,980024000,0,-1.9611672163,0.581093072891,1.06675541401,-0.701895177364,-0.0361984148622,-0.0314942523837,-0.71066236496,1.22955702966e-06,0.0,1.22955702966e-06,0.0,0.0,1.22955702966e-06,0.0,0.0,0.0,6.23807348821e-06,0.0,0.0,0.0,-3.12399614029e-07,1.22794591006e-05,0.0,0.0,0.0,2.71801743979e-07,-1.40174667188e-08,1.22833744688e-05,0.0,0.0,0.0,-6.13315940392e-06,-3.16301715239e-07,-2.75196747899e-07,6.08580321571e-06
1498757326155009031,1498750699,988357000,0,-1.96073997021,0.58412861824,1.06630146503,-0.703023612499,-0.035836070776,-0.0337806530297,-0.70945930481,4.28184571428e-07,0.0,4.28184571428e-07,0.0,0.0,4.28184571428e-07,0.0,0.0,0.0,2.16557686954e-06,0.0,0.0,0.0,-1.07875125035e-07,4.27634686538e-06,0.0,0.0,0.0,1.01687827109e-07,-5.18345629443e-09,4.27695956089e-06,0.0,0.0,0.0,-2.13564181442e-06,-1.08862646792e-07,-1.02618708456e-07,2.12665358411e-06
1498757326163561105,1498750699,996690000,0,-1.95971596241,0.587040364742,1.06601679325,-0.704404532909,-0.0349926017225,-0.0365526489913,-0.70799279213,7.565727295e-07,0.0,7.565727295e-07,0.0,0.0,7.565727295e-07,0.0,0.0,0.0,3.81172125323e-06,0.0,0.0,0.0,-1.86487213166e-07,7.55646319679e-06,0.0,0.0,0.0,1.94801223936e-07,-9.67711212203e-09,7.55561875591e-06,0.0,0.0,0.0,-3.77312906862e-06,-1.87437184994e-07,-1.95793547601e-07,3.77337778623e-06
1498757326171931982,1498750700,5024000,0,-1.95871341228,0.589989423752,1.06692028046,-0.706382989883,-0.0346698015928,-0.0317397229373,-0.706267416477,1.10685630786e-06,0.0,1.10685630786e-06,0.0,0.0,1.10685630786e-06,0.0,0.0,0.0,5.54560547187e-06,0.0,0.0,0.0,-2.71070859821e-07,1.10552587195e-05,0.0,0.0,0.0,2.48161615926e-07,-1.21799563556e-08,1.10574124973e-05,0.0,0.0,0.0,-5.52205397932e-06,-2.71026509117e-07,-2.48121013471e-07,5.54741257882e-06
1498757326180351972,1498750700,13357000,0,-1.95775425434,0.593119502068,1.06729674339,-0.708154559135,-0.0358548685908,-0.0313986241817,-0.704447090626,1.22318639712e-06,0.0,1.22318639712e-06,0.0,0.0,1.22318639712e-06,0.0,0.0,0.0,6.09779360377e-06,0.0,0.0,0.0,-3.10576673009e-07,1.22161390343e-05,0.0,0.0,0.0,2.71976460065e-07,-1.37705534895e-08,1.22198048995e-05,0.0,0.0,0.0,-6.10195608898e-06,-3.08950681592e-07,-2.70552555992e-07,6.16185402982e-06
1498757326189279079,1498750700,21691000,0,-1.9568169117,0.595697879791,1.06625378132,-0.70998197794,-0.0315028913319,-0.0352388806641,-0.702631831169,1.36449772902e-06,0.0,1.36449772902e-06,0.0,0.0,1.36449772902e-06,0.0,0.0,0.0,6.76689342683e-06,0.0,0.0,0.0,-3.05190181232e-07,1.36314355759e-05,0.0,0.0,0.0,3.41383280125e-07,-1.51476526313e-08,1.36280332479e-05,0.0,0.0,0.0,-6.80687793494e-06,-3.02030674802e-07,-3.37849081664e-07,6.90856811843e-06
1498757326197050094,1498750700,30024000,0,-1.9563356638,0.599053740501,1.06727802753,-0.710224568844,-0.0368362516165,-0.0349660031497,-0.702140808105,2.08110775335e-06,0.0,2.08110775335e-06,0.0,0.0,2.08110775335e-06,0.0,0.0,0.0,1.03135759015e-05,0.0,0.0,0.0,-5.44459637733e-07,2.07828387861e-05,0.0,0.0,0.0,5.16816358138e-07,-2.68050110388e-08,2.07856334652e-05,0.0,0.0,0.0,-1.03780192946e-05,-5.38262609868e-07,-5.10933965486e-07,1.05511806308e-05
1498757326205400943,1498750700,38358000,0,-1.95502281189,0.601791024208,1.06778037548,-0.712635874748,-0.0367991551757,-0.0335438400507,-0.699764847755,2.05974981293e-06,0.0,2.05974981293e-06,0.0,0.0,2.05974981293e-06,0.0,0.0,0.0,1.01370609705e-05,0.0,0.0,0.0,-5.40156991603e-07,2.05696054542e-05,0.0,0.0,0.0,4.9237379614e-07,-2.54252422178e-08,2.05743220468e-05,0.0,0.0,0.0,-1.02715095819e-05,-5.30401132453e-07,-4.8348095669e-07,1.05115038741e-05
